date,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,night1,night2,night3,night4,night5,night6,night7,night8,night9,night10,weather1,weather2,weather3,weather4,weather5,weather6,weather7,weather8,weather9,weather10
2024-05-26,16,10,15,10,13,19,21,23,22,19,5,2,9,5,3,6,7,9,12,10,Небольшой дождь,Пасмурно,Дождь,Дождь,Облачно с прояснениями,Ясно,Ясно,Ясно,Небольшой дождь,Гроза
2024-05-27,10,15,10,13,19,21,23,22,19,15,2,9,5,3,6,7,9,12,10,5,Пасмурно,Дождь,Дождь,Облачно с прояснениями,Ясно,Ясно,Ясно,Небольшой дождь,Гроза,Облачно с прояснениями
2024-05-28,20,10,15,20,22,25,25,25,20,18,9,6,3,6,9,10,12,15,10,9,Дождь,Дождь,Облачно,Ясно,Ясно,Ясно,Ясно,Гроза,Облачно,Облачно
2024-05-29,11,15,20,21,25,26,23,21,20,19,7,3,5,8,10,13,12,15,15,12,Дождь,Облачно с прояснениями,Ясно,Ясно,Ясно,Ясно,Небольшой дождь,Гроза,Гроза,Гроза
2024-05-30,15,21,21,25,26,23,21,20,19,15,4,5,8,10,13,12,15,15,12,11,Облачно с прояснениями,Ясно,Ясно,Ясно,Ясно,Небольшой дождь,Гроза,Гроза,Гроза,Дождь
2024-05-31,21,19,23,27,23,24,22,21,21,17,6,11,7,13,13,14,14,14,12,9,Ясно,Ясно,Ясно,Ясно,Облачно с прояснениями,Небольшой дождь,Небольшой дождь,Гроза,Облачно с прояснениями,Гроза
2024-06-01,19,26,29,26,24,22,24,19,19,21,12,8,13,13,17,16,15,13,15,14,Небольшой дождь,Ясно,Небольшой дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Гроза,Гроза,Небольшой дождь
2024-06-02,26,29,26,27,23,20,18,20,15,19,9,13,13,16,17,14,12,13,9,8,Ясно,Ясно,Облачно с прояснениями,Небольшой дождь,Небольшой дождь,Небольшой дождь,Дождь,Облачно,Небольшой дождь,Небольшой дождь
2024-06-03,29,27,25,23,18,18,18,23,24,25,14,13,17,17,15,14,13,12,14,14,Облачно с прояснениями,Облачно с прояснениями,Небольшой дождь,Небольшой дождь,Небольшой дождь,Пасмурно,Небольшой дождь,Облачно с прояснениями,Гроза,Небольшой дождь
2024-06-04,27,25,24,17,13,18,18,24,23,24,14,17,17,12,10,11,10,10,12,15,Небольшой дождь,Гроза,Небольшой дождь,Небольшой дождь,Ливень,Небольшой дождь,Облачно,Облачно с прояснениями,Небольшой дождь,Гроза
2024-06-05,27,24,19,18,20,19,22,25,25,26,17,17,15,13,12,12,12,12,13,16,Дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь,Облачно с прояснениями,Облачно,Облачно,Облачно с прояснениями,Облачно с прояснениями,Облачно с прояснениями
2024-06-06,25,22,18,16,18,25,27,27,26,29,17,15,13,13,13,13,16,18,16,17,Гроза,Небольшой дождь,Пасмурно,Дождь,Небольшой дождь,Ясно,Небольшой дождь,Небольшой дождь,Небольшой дождь,Небольшой дождь
2024-06-07,23,22,20,19,26,28,26,27,24,29,15,14,13,14,13,14,17,16,13,17,Дождь,Пасмурно,Небольшой дождь,Дождь,Облачно с прояснениями,Облачно с прояснениями,Дождь,Ясно,Небольшой дождь,Гроза
2024-06-08,20,18,25,28,30,31,29,29,30,28,12,12,12,15,16,19,20,18,16,16,Пасмурно,Дождь,Облачно,Ясно,Ясно,Ясно,Небольшой дождь,Облачно с прояснениями,Гроза,Гроза
2024-06-09,15,25,26,31,32,32,30,25,18,21,13,12,14,15,19,20,20,16,11,10,Дождь,Облачно с прояснениями,Ясно,Ясно,Небольшой дождь,Ясно,Небольшой дождь,Дождь,Небольшой дождь,Небольшой дождь
2024-06-10,25,26,30,32,31,33,28,20,17,20,13,14,16,19,19,19,18,13,9,9,Небольшой дождь,Ясно,Ясно,Ясно,Облачно с прояснениями,Ясно,Небольшой дождь,Дождь,Небольшой дождь,Небольшой дождь
2024-06-11,27,31,33,33,33,29,22,22,23,25,14,17,19,19,20,19,16,12,10,11,"Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь",Безоблачно,"Малооблачно, без осадков","Малооблачно, без осадков"
2024-06-12,32,33,32,34,29,25,22,21,21,20,19,20,20,20,21,17,12,11,13,13,"Малооблачно, без осадков",Безоблачно,"Малооблачно, без осадков",Безоблачно,"Малооблачно,  дождь","Малооблачно, без осадков",Безоблачно,"Облачно,  дождь, гроза","Облачно,  дождь, гроза","Облачно, небольшой  дождь"
2024-06-13,33,33,34,30,27,26,25,28,21,21,21,20,20,21,19,15,13,15,15,11,Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь, гроза","Малооблачно, без осадков",Безоблачно,"Малооблачно, без осадков","Облачно, небольшой  дождь","Пасмурно,  дождь, гроза","Малооблачно, небольшой  дождь, гроза"
2024-06-14,33,33,31,26,27,29,28,28,22,21,20,20,21,14,15,15,17,18,15,13,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, небольшой  дождь, гроза","Облачно, небольшой  дождь","Облачно,  дождь"
2024-06-15,33,28,27,26,31,26,23,26,26,31,21,20,18,14,15,18,18,16,16,18,"Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно,  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Облачно, без осадков","Малооблачно,  дождь"
2024-06-16,30,27,27,28,25,25,24,26,25,29,22,18,14,17,19,18,16,16,12,16,"Облачно,  дождь","Малооблачно, без осадков",Безоблачно,"Облачно,  дождь, гроза","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь, гроза"
2024-06-17,25,28,27,23,27,23,22,18,18,17,18,15,18,19,17,16,14,15,13,11,"Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно,  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь, гроза","Пасмурно, небольшой  дождь","Пасмурно,  дождь","Пасмурно,  дождь"
2024-06-18,27,25,22,26,25,22,22,19,18,22,15,17,18,16,18,16,17,15,12,13,"Малооблачно, без осадков","Облачно, сильный  дождь, гроза","Пасмурно,  дождь, гроза","Облачно, небольшой  дождь","Малооблачно,  дождь","Облачно,  дождь","Пасмурно, сильный  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Малооблачно, без осадков"
2024-06-19,26,22,25,27,26,23,21,21,20,19,19,18,18,18,18,16,16,15,14,10,"Облачно, сильный дождь, гроза","Пасмурно,  дождь, гроза","Облачно, небольшой  дождь","Малооблачно,  дождь, гроза","Облачно,  дождь","Пасмурно, сильный  дождь, гроза","Пасмурно,  дождь","Пасмурно, без осадков","Пасмурно, сильный  дождь","Облачно, небольшой  дождь"
2024-06-20,22,25,27,26,23,21,21,20,19,20,18,18,18,18,16,16,15,14,10,10,"Пасмурно,  дождь, гроза","Облачно, небольшой  дождь","Малооблачно,  дождь, гроза","Облачно,  дождь","Пасмурно, сильный  дождь, гроза","Пасмурно,  дождь","Пасмурно, без осадков","Пасмурно, сильный  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-06-21,24,24,26,23,16,21,21,18,17,17,17,18,18,15,12,11,13,16,13,11,"Облачно, небольшой  дождь","Облачно,  дождь","Облачно, сильный  дождь, гроза","Облачно,  дождь","Пасмурно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно,  дождь","Пасмурно,  дождь"
2024-06-22,25,25,24,18,21,19,22,18,16,18,19,18,18,12,12,13,16,14,10,10,"Малооблачно,  дождь, гроза","Облачно, сильный  дождь, гроза","Малооблачно,  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Малооблачно,  дождь","Облачно,  дождь","Пасмурно,  дождь","Пасмурно,  дождь","Облачно,  дождь"
2024-06-23,24,24,16,18,21,18,20,25,27,30,16,17,12,11,12,14,12,13,15,19,"Облачно, сильный  дождь, гроза","Облачно,  дождь, гроза","Пасмурно, сильный  дождь","Облачно, без осадков","Малооблачно,  дождь","Облачно,  дождь, гроза","Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков"
2024-06-24,23,16,19,22,21,17,15,24,24,27,17,11,11,13,15,14,12,12,12,15,"Облачно, сильный  дождь","Пасмурно,  дождь","Пасмурно, без осадков","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь, гроза"
2024-06-25,20,16,21,18,15,19,23,21,23,26,12,12,13,13,12,11,13,13,10,15,"Пасмурно,  дождь, гроза","Пасмурно, без осадков","Облачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно, сильный  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь",Безоблачно,"Облачно, небольшой  дождь"
2024-06-26,15,19,17,15,20,26,23,29,31,31,11,11,13,13,12,13,15,16,18,21,"Пасмурно, небольшой  дождь","Облачно, без осадков","Пасмурно, сильный  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь",Безоблачно,Безоблачно,"Малооблачно,  дождь, гроза"
2024-06-30,20,26,23,29,30,31,29,28,29,28,9,13,16,15,20,21,20,20,19,20,"Облачно, небольшой  дождь","Малооблачно,  дождь, гроза","Облачно, небольшой  дождь",Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно,  дождь, гроза","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь, гроза"
2024-07-01,28,23,30,31,31,30,30,29,30,29,12,16,15,20,22,20,19,19,18,20,"Облачно, небольшой  дождь","Облачно,  дождь",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь",Безоблачно
2024-07-02,24,29,32,32,30,28,26,26,27,24,16,15,20,22,21,18,15,17,16,18,"Облачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно, небольшой  дождь","Облачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь, гроза"
2024-07-03,28,32,32,28,27,26,25,28,29,25,15,20,22,20,14,18,17,16,18,18,"Малооблачно, без осадков",Безоблачно,"Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Облачно,  дождь"
2024-07-04,31,32,27,28,27,27,30,30,26,25,20,22,19,15,19,16,18,20,18,15,Безоблачно,"Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков"
2024-07-05,32,28,28,24,28,29,31,21,16,20,23,17,16,18,17,18,20,13,10,12,Безоблачно,Безоблачно,Безоблачно,"Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Облачно, сильный  дождь","Пасмурно, небольшой  дождь","Пасмурно, небольшой  дождь"
2024-07-06,27,29,28,29,30,30,27,21,23,25,19,19,17,17,18,18,19,17,14,13,Безоблачно,"Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,Безоблачно,Безоблачно,"Малооблачно,  дождь, гроза","Пасмурно,  дождь","Облачно, без осадков","Малооблачно, без осадков"
2024-07-07,27,27,28,29,29,22,21,21,15,21,20,17,17,18,19,15,11,12,11,12,"Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь"
2024-07-08,27,28,29,29,22,22,23,25,27,26,18,16,18,19,16,14,13,14,16,17,"Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Пасмурно,  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно,  дождь, гроза"
2024-07-09,27,29,28,20,23,25,24,24,25,22,18,17,19,16,16,14,15,15,17,17,"Малооблачно, без осадков",Безоблачно,"Малооблачно, небольшой  дождь","Пасмурно, сильный  дождь","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Пасмурно, небольшой  дождь","Пасмурно,  дождь"
2024-07-10,29,29,19,23,24,24,23,27,26,25,17,17,16,15,15,14,16,16,16,18,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Пасмурно, сильный  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Пасмурно, без осадков"
2024-07-11,29,20,20,24,22,23,23,22,26,25,19,16,14,13,14,15,15,15,16,13,"Малооблачно, небольшой  дождь","Пасмурно, сильный  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Облачно, сильный  дождь","Облачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно, без осадков","Малооблачно, без осадков"
2024-07-12,20,24,25,24,24,26,26,26,27,29,16,15,15,13,14,17,17,17,17,18,"Пасмурно, сильный  дождь","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Облачно, без осадков","Облачно, без осадков","Облачно, небольшой  дождь","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь"
2024-07-13,21,23,24,25,26,27,26,25,21,25,13,15,14,15,16,16,16,17,17,14,"Облачно, небольшой  дождь","Малооблачно, без осадков",Ясно,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь, гроза","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь"
2024-07-14,22,23,24,24,26,28,27,25,26,27,15,14,15,16,17,17,17,18,17,18,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь"
2024-07-15,22,23,26,27,26,24,26,20,24,24,13,15,16,16,17,17,18,17,15,14,"Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков",Ясно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков"
2024-07-16,22,25,25,23,25,22,21,22,24,22,14,16,18,16,17,17,16,17,17,16,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь","Облачно,  дождь, гроза","Пасмурно, без осадков","Пасмурно,  дождь, гроза","Пасмурно,  дождь, гроза","Облачно,  дождь, гроза"
2024-07-17,25,25,21,24,23,24,26,23,29,26,16,17,16,16,17,16,17,17,19,19,"Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно,  дождь","Облачно,  дождь, гроза","Облачно,  дождь, гроза"
2024-07-18,24,22,25,20,18,21,22,19,20,22,17,16,16,14,12,12,11,12,11,13,"Облачно,  дождь, гроза","Облачно,  дождь, гроза","Малооблачно, небольшой  дождь","Облачно, без осадков","Пасмурно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно, без осадков","Облачно, без осадков"
2024-07-19,22,24,20,16,18,19,18,19,19,21,15,16,15,13,14,13,13,14,14,16,"Облачно,  дождь, гроза","Малооблачно, небольшой  дождь","Пасмурно, небольшой  дождь","Пасмурно, небольшой  дождь","Пасмурно, небольшой  дождь","Облачно,  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Пасмурно,  дождь, гроза","Пасмурно,  дождь"
2024-07-20,26,19,16,17,19,17,16,16,18,17,16,16,13,13,12,12,11,12,12,13,"Малооблачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно,  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно, сильный  дождь","Пасмурно, небольшой  дождь","Пасмурно,  дождь"
2024-07-21,18,16,20,18,18,14,17,18,16,19,13,12,14,13,12,11,12,13,13,13,"Пасмурно,  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь","Пасмурно, сильный  дождь","Пасмурно,  дождь","Пасмурно, сильный  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь"
2024-07-22,15,19,18,18,15,16,17,17,19,23,11,13,13,11,12,12,12,12,12,13,"Пасмурно, без осадков","Пасмурно, без осадков","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь","Пасмурно,  дождь, гроза","Малооблачно, небольшой  дождь, гроза"
2024-07-23,19,18,18,12,16,17,19,19,20,22,13,12,11,11,12,13,12,13,11,13,"Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно, сильный  дождь","Пасмурно,  дождь","Облачно, без осадков","Облачно, небольшой  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно,  дождь, гроза"
2024-07-24,19,17,12,16,16,18,19,21,22,21,13,11,11,13,13,12,13,13,13,13,"Облачно,  дождь, гроза","Пасмурно, небольшой  дождь","Пасмурно, сильный  дождь","Облачно, небольшой  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь, гроза","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно,  дождь, гроза"
2024-07-25,18,13,16,15,17,17,21,21,20,22,13,12,13,13,12,12,14,12,15,15,"Пасмурно, без осадков","Пасмурно, сильный  дождь","Пасмурно, сильный  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Пасмурно, небольшой  дождь","Малооблачно,  дождь, гроза"
2024-07-26,13,15,17,17,20,22,22,21,21,21,12,13,12,11,12,14,16,15,14,14,"Пасмурно, сильный  дождь","Пасмурно, сильный  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, сильный  дождь","Облачно,  дождь, гроза","Облачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза"
2024-07-27,14,15,15,20,21,22,23,22,20,22,12,12,12,12,13,16,16,15,15,16,"Пасмурно, сильный  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно,  дождь","Облачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь, гроза"
2024-07-28,15,15,21,23,21,21,21,24,23,21,11,12,12,14,16,14,13,15,14,14,"Пасмурно,  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза"
2024-07-29,17,21,22,20,19,21,21,22,22,22,11,12,15,16,15,14,13,15,14,15,"Облачно,  дождь","Облачно, без осадков","Облачно,  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза","Облачно, небольшой  дождь"
2024-07-30,22,22,22,21,21,22,21,22,22,22,12,16,16,15,14,14,15,14,14,16,"Облачно, без осадков","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь, гроза","Облачно, небольшой  дождь","Пасмурно,  дождь"
2024-07-31,23,22,21,22,21,22,22,21,23,22,16,16,14,14,15,14,15,14,15,15,"Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Облачно,  дождь, гроза","Облачно,  дождь","Облачно, небольшой  дождь","Облачно,  дождь, гроза","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-08-01,24,22,21,22,21,22,22,21,23,22,15,15,14,14,15,14,15,14,15,15,"Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Облачно,  дождь, гроза","Облачно,  дождь","Облачно, небольшой  дождь","Облачно,  дождь, гроза","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-08-02,19,20,20,24,21,20,21,18,20,21,14,14,14,16,16,16,14,13,14,14,"Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, без осадков"
2024-08-03,20,22,22,23,21,20,20,21,20,19,14,14,15,15,15,16,16,14,11,10,"Облачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь","Пасмурно, сильный  дождь","Облачно, сильный  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков"
2024-08-05,22,23,19,18,17,17,18,19,18,19,15,15,15,13,10,10,11,11,11,10,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Облачно, небольшой  дождь","Пасмурно,  дождь, гроза","Малооблачно, небольшой  дождь"
2024-08-06,21,20,18,17,16,15,15,15,17,17,16,15,13,10,11,11,11,12,13,13,"Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Облачно, без осадков","Пасмурно, небольшой  дождь","Пасмурно,  дождь","Пасмурно, небольшой  дождь","Пасмурно,  дождь","Пасмурно,  дождь"
2024-08-07,20,18,16,17,17,17,18,16,19,17,15,13,9,9,9,11,12,12,11,12,"Облачно, небольшой  дождь","Пасмурно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, без осадков","Пасмурно, без осадков","Облачно, сильный  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Облачно,  дождь"
2024-08-08,16,17,18,19,15,14,18,19,16,18,11,9,9,10,12,13,12,10,9,12,"Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Пасмурно, сильный  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-08-09,17,17,18,16,16,16,17,18,19,19,10,10,11,12,13,13,13,12,10,12,"Облачно, без осадков","Облачно, без осадков","Облачно, без осадков","Пасмурно,  дождь","Облачно,  дождь","Пасмурно,  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, без осадков"
2024-08-10,17,17,16,17,16,16,17,19,18,18,11,11,10,13,13,12,13,12,11,12,"Облачно, без осадков","Облачно, без осадков","Облачно, небольшой  дождь","Облачно, сильный  дождь","Облачно,  дождь","Облачно,  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь"
2024-08-11,17,16,19,17,17,17,16,18,17,17,9,13,14,12,12,11,11,11,9,12,"Пасмурно, без осадков","Пасмурно,  дождь","Облачно,  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
